radius,rest_mass_density,gravitational_mass,pressure,energy_density
1.170338e+03,3.989967e+15,5.695772e+25,4.278368e+36,7.276892e+36
1.174411e+03,3.989967e+15,5.753127e+25,4.278368e+36,7.276892e+36
1.178496e+03,3.989967e+15,5.811059e+25,4.278368e+36,7.276891e+36
1.182594e+03,3.989966e+15,5.869574e+25,4.278367e+36,7.276891e+36
1.186705e+03,3.989966e+15,5.928679e+25,4.278367e+36,7.276890e+36
1.190828e+03,3.989966e+15,5.988378e+25,4.278366e+36,7.276890e+36
1.194964e+03,3.989966e+15,6.048678e+25,4.278366e+36,7.276889e+36
1.199113e+03,3.989966e+15,6.109586e+25,4.278366e+36,7.276889e+36
1.203275e+03,3.989966e+15,6.171106e+25,4.278365e+36,7.276888e+36
1.207449e+03,3.989965e+15,6.233246e+25,4.278365e+36,7.276888e+36
1.211637e+03,3.989965e+15,6.296012e+25,4.278364e+36,7.276887e+36
1.215837e+03,3.989965e+15,6.359409e+25,4.278364e+36,7.276887e+36
1.220051e+03,3.989965e+15,6.423445e+25,4.278363e+36,7.276886e+36
1.224277e+03,3.989965e+15,6.488125e+25,4.278363e+36,7.276885e+36
1.228517e+03,3.989964e+15,6.553456e+25,4.278363e+36,7.276885e+36
1.232770e+03,3.989964e+15,6.619445e+25,4.278362e+36,7.276884e+36
1.237036e+03,3.989964e+15,6.686098e+25,4.278362e+36,7.276884e+36
1.241316e+03,3.989964e+15,6.753423e+25,4.278361e+36,7.276883e+36
1.245608e+03,3.989964e+15,6.821425e+25,4.278361e+36,7.276883e+36
1.249915e+03,3.989963e+15,6.890111e+25,4.278360e+36,7.276882e+36
