r,rho,m
1.9205800000e-05,1.0000000000e+15,3.3942390000e+09
1.9206500000e-05,1.0000000000e+15,3.4052620000e+09
1.9207200000e-05,1.0000000000e+15,3.4163220000e+09
1.9207900000e-05,1.0000000000e+15,3.4274170000e+09
1.9208600000e-05,1.0000000000e+15,3.4385480000e+09
1.9209300000e-05,1.0000000000e+15,3.4497160000e+09
1.9210000000e-05,1.0000000000e+15,3.4609190000e+09
1.9210700000e-05,1.0000000000e+15,3.4721590000e+09
1.9211400000e-05,1.0000000000e+15,3.4834360000e+09
1.9212100000e-05,1.0000000000e+15,3.4947490000e+09
1.9212800000e-05,1.0000000000e+15,3.5060990000e+09
1.9213500000e-05,1.0000000000e+15,3.5174860000e+09
1.9214200000e-05,1.0000000000e+15,3.5289100000e+09
1.9214900000e-05,1.0000000000e+15,3.5403700000e+09
1.9215600000e-05,1.0000000000e+15,3.5518690000e+09
1.9216300000e-05,1.0000000000e+15,3.5634040000e+09
1.9217000000e-05,1.0000000000e+15,3.5749770000e+09
1.9217700000e-05,1.0000000000e+15,3.5865870000e+09
1.9218400000e-05,1.0000000000e+15,3.5982360000e+09
1.9219100000e-05,1.0000000000e+15,3.6099220000e+09
1.9219800000e-05,1.0000000000e+15,3.6216460000e+09
1.9220500000e-05,1.0000000000e+15,3.6334080000e+09
1.9221200000e-05,1.0000000000e+15,3.6452080000e+09
1.9221900000e-05,1.0000000000e+15,3.6570470000e+09
1.9222600000e-05,1.0000000000e+15,3.6689240000e+09
1.9223300000e-05,1.0000000000e+15,3.6808390000e+09
1.9224000000e-05,1.0000000000e+15,3.6927940000e+09
1.9224700000e-05,1.0000000000e+15,3.7047870000e+09
1.9225390000e-05,1.0000000000e+15,3.7168190000e+09
1.9226090000e-05,1.0000000000e+15,3.7288900000e+09
1.9226790000e-05,1.0000000000e+15,3.7410000000e+09
1.9227490000e-05,1.0000000000e+15,3.7531500000e+09
1.9228190000e-05,1.0000000000e+15,3.7653390000e+09
1.9228890000e-05,1.0000000000e+15,3.7775680000e+09
1.9229590000e-05,1.0000000000e+15,3.7898360000e+09
1.9230290000e-05,1.0000000000e+15,3.8021450000e+09
1.9230990000e-05,1.0000000000e+15,3.8144930000e+09
1.9231690000e-05,1.0000000000e+15,3.8268810000e+09
1.9232380000e-05,1.0000000000e+15,3.8393100000e+09
1.9233080000e-05,1.0000000000e+15,3.8517790000e+09
1.9233780000e-05,1.0000000000e+15,3.8642880000e+09
1.9234480000e-05,1.0000000000e+15,3.8768380000e+09
1.9235180000e-05,1.0000000000e+15,3.8894290000e+09
1.9235880000e-05,1.0000000000e+15,3.9020610000e+09
1.9236580000e-05,1.0000000000e+15,3.9147340000e+09
1.9237270000e-05,1.0000000000e+15,3.9274480000e+09
1.9237970000e-05,1.0000000000e+15,3.9402030000e+09
1.9238670000e-05,1.0000000000e+15,3.9530000000e+09
1.9239370000e-05,1.0000000000e+15,3.9658380000e+09
1.9240070000e-05,1.0000000000e+15,3.9787180000e+09
1.9240770000e-05,1.0000000000e+15,3.9916390000e+09
1.9241460000e-05,1.0000000000e+15,4.0046030000e+09
1.9242160000e-05,1.0000000000e+15,4.0176090000e+09
1.9242860000e-05,1.0000000000e+15,4.0306570000e+09
1.9243560000e-05,1.0000000000e+15,4.0437470000e+09
1.9244250000e-05,1.0000000000e+15,4.0568800000e+09
1.9244950000e-05,1.0000000000e+15,4.0700560000e+09
1.9245650000e-05,1.0000000000e+15,4.0832740000e+09
1.9246350000e-05,1.0000000000e+15,4.0965360000e+09
1.9247050000e-05,1.0000000000e+15,4.1098400000e+09
1.9247740000e-05,1.0000000000e+15,4.1231870000e+09
1.9248440000e-05,1.0000000000e+15,4.1365780000e+09
1.9249140000e-05,1.0000000000e+15,4.1500130000e+09
1.9249840000e-05,1.0000000000e+15,4.1634910000e+09
1.9250530000e-05,1.0000000000e+15,4.1770130000e+09
1.9251230000e-05,1.0000000000e+15,4.1905780000e+09
1.9251930000e-05,1.0000000000e+15,4.2041880000e+09
1.9252630000e-05,1.0000000000e+15,4.2178420000e+09
1.9253320000e-05,1.0000000000e+15,4.2315410000e+09
1.9254020000e-05,1.0000000000e+15,4.2452830000e+09
1.9254720000e-05,1.0000000000e+15,4.2590710000e+09
1.9255410000e-05,1.0000000000e+15,4.2729030000e+09
1.9256110000e-05,1.0000000000e+15,4.2867800000e+09
1.9256810000e-05,1.0000000000e+15,4.3007020000e+09
1.9257510000e-05,1.0000000000e+15,4.3146700000e+09
1.9258200000e-05,1.0000000000e+15,4.3286830000e+09
1.9258900000e-05,1.0000000000e+15,4.3427410000e+09
1.9259600000e-05,1.0000000000e+15,4.3568450000e+09
1.9260290000e-05,1.0000000000e+15,4.3709950000e+09
1.9260990000e-05,1.0000000000e+15,4.3851900000e+09
1.9261690000e-05,1.0000000000e+15,4.3994320000e+09
1.9262380000e-05,1.0000000000e+15,4.4137200000e+09
1.9263080000e-05,1.0000000000e+15,4.4280550000e+09
1.9263780000e-05,1.0000000000e+15,4.4424360000e+09
1.9264470000e-05,1.0000000000e+15,4.4568640000e+09
1.9265170000e-05,1.0000000000e+15,4.4713380000e+09
1.9265860000e-05,1.0000000000e+15,4.4858600000e+09
1.9266560000e-05,1.0000000000e+15,4.5004290000e+09
1.9267260000e-05,1.0000000000e+15,4.5150450000e+09
1.9267950000e-05,1.0000000000e+15,4.5297080000e+09
1.9268650000e-05,1.0000000000e+15,4.5444200000e+09
1.9269350000e-05,1.0000000000e+15,4.5591790000e+09
1.9270040000e-05,1.0000000000e+15,4.5739850000e+09
1.9270740000e-05,1.0000000000e+15,4.5888400000e+09
1.9271430000e-05,1.0000000000e+15,4.6037440000e+09
1.9272130000e-05,1.0000000000e+15,4.6186950000e+09
1.9272820000e-05,1.0000000000e+15,4.6336950000e+09
1.9273520000e-05,1.0000000000e+15,4.6487440000e+09
1.9274220000e-05,1.0000000000e+15,4.6638420000e+09
1.9274910000e-05,1.0000000000e+15,4.6789890000e+09
1.9275610000e-05,1.0000000000e+15,4.6941850000e+09
1.9276300000e-05,1.0000000000e+15,4.7094300000e+09
1.9277000000e-05,1.0000000000e+15,4.7247250000e+09
1.9277690000e-05,1.0000000000e+15,4.7400700000e+09
1.9278390000e-05,1.0000000000e+15,4.7554640000e+09
1.9279080000e-05,1.0000000000e+15,4.7709090000e+09
1.9279780000e-05,1.0000000000e+15,4.7864030000e+09
1.9280480000e-05,1.0000000000e+15,4.8019480000e+09
1.9281170000e-05,1.0000000000e+15,4.8175430000e+09
1.9281870000e-05,1.0000000000e+15,4.8331890000e+09
1.9282560000e-05,1.0000000000e+15,4.8488860000e+09
1.9283260000e-05,1.0000000000e+15,4.8646340000e+09
1.9283950000e-05,1.0000000000e+15,4.8804330000e+09
1.9284650000e-05,1.0000000000e+15,4.8962830000e+09
1.9285340000e-05,1.0000000000e+15,4.9121850000e+09
1.9286040000e-05,1.0000000000e+15,4.9281380000e+09
1.9286730000e-05,1.0000000000e+15,4.9441430000e+09
1.9287430000e-05,1.0000000000e+15,4.9602000000e+09
1.9288120000e-05,1.0000000000e+15,4.9763100000e+09
1.9288810000e-05,1.0000000000e+15,4.9924710000e+09
1.9289510000e-05,1.0000000000e+15,5.0086850000e+09
1.9290200000e-05,1.0000000000e+15,5.0249520000e+09
1.9290900000e-05,1.0000000000e+15,5.0412720000e+09
1.9291590000e-05,1.0000000000e+15,5.0576440000e+09
1.9292290000e-05,1.0000000000e+15,5.0740700000e+09
1.9292980000e-05,1.0000000000e+15,5.0905490000e+09
1.9293680000e-05,1.0000000000e+15,5.1070820000e+09
1.9294370000e-05,1.0000000000e+15,5.1236680000e+09
1.9295060000e-05,1.0000000000e+15,5.1403080000e+09
1.9295760000e-05,1.0000000000e+15,5.1570030000e+09
1.9296450000e-05,1.0000000000e+15,5.1737510000e+09
1.9297150000e-05,1.0000000000e+15,5.1905540000e+09
1.9297840000e-05,1.0000000000e+15,5.2074110000e+09
1.9298530000e-05,1.0000000000e+15,5.2243240000e+09
1.9299230000e-05,1.0000000000e+15,5.2412910000e+09
1.9299920000e-05,1.0000000000e+15,5.2583130000e+09
1.9300620000e-05,1.0000000000e+15,5.2753900000e+09
1.9301310000e-05,1.0000000000e+15,5.2925230000e+09
1.9302000000e-05,1.0000000000e+15,5.3097120000e+09
1.9302700000e-05,1.0000000000e+15,5.3269560000e+09
1.9303390000e-05,1.0000000000e+15,5.3442570000e+09
1.9304080000e-05,1.0000000000e+15,5.3616130000e+09
1.9304780000e-05,1.0000000000e+15,5.3790260000e+09
1.9305470000e-05,1.0000000000e+15,5.3964960000e+09
1.9306160000e-05,1.0000000000e+15,5.4140220000e+09
1.9306860000e-05,1.0000000000e+15,5.4316050000e+09
1.9307550000e-05,1.0000000000e+15,5.4492460000e+09
1.9308240000e-05,1.0000000000e+15,5.4669430000e+09
1.9308940000e-05,1.0000000000e+15,5.4846980000e+09
1.9309630000e-05,1.0000000000e+15,5.5025110000e+09
1.9310320000e-05,1.0000000000e+15,5.5203820000e+09
1.9311020000e-05,1.0000000000e+15,5.5383100000e+09
1.9311710000e-05,1.0000000000e+15,5.5562970000e+09
1.9312400000e-05,1.0000000000e+15,5.5743420000e+09
1.9313100000e-05,1.0000000000e+15,5.5924460000e+09
1.9313790000e-05,1.0000000000e+15,5.6106090000e+09
1.9314480000e-05,1.0000000000e+15,5.6288300000e+09
1.9315170000e-05,1.0000000000e+15,5.6471110000e+09
1.9315870000e-05,1.0000000000e+15,5.6654510000e+09
1.9316560000e-05,1.0000000000e+15,5.6838510000e+09
1.9317250000e-05,1.0000000000e+15,5.7023110000e+09
1.9317950000e-05,1.0000000000e+15,5.7208300000e+09
1.9318640000e-05,1.0000000000e+15,5.7394100000e+09
1.9319330000e-05,1.0000000000e+15,5.7580500000e+09
1.9320020000e-05,1.0000000000e+15,5.7767500000e+09
1.9320710000e-05,1.0000000000e+15,5.7955110000e+09
1.9321410000e-05,1.0000000000e+15,5.8143340000e+09
1.9322100000e-05,1.0000000000e+15,5.8332170000e+09
1.9322790000e-05,1.0000000000e+15,5.8521620000e+09
1.9323480000e-05,1.0000000000e+15,5.8711680000e+09
1.9324180000e-05,1.0000000000e+15,5.8902360000e+09
1.9324870000e-05,1.0000000000e+15,5.9093650000e+09
1.9325560000e-05,1.0000000000e+15,5.9285570000e+09
1.9326250000e-05,1.0000000000e+15,5.9478110000e+09
1.9326940000e-05,1.0000000000e+15,5.9671280000e+09
1.9327640000e-05,1.0000000000e+15,5.9865080000e+09
1.9328330000e-05,1.0000000000e+15,6.0059500000e+09
1.9329020000e-05,1.0000000000e+15,6.0254560000e+09
1.9329710000e-05,1.0000000000e+15,6.0450250000e+09
1.9330400000e-05,1.0000000000e+15,6.0646570000e+09
1.9331090000e-05,1.0000000000e+15,6.0843540000e+09
1.9331790000e-05,1.0000000000e+15,6.1041140000e+09
1.9332480000e-05,1.0000000000e+15,6.1239380000e+09
1.9333170000e-05,1.0000000000e+15,6.1438270000e+09
1.9333860000e-05,1.0000000000e+15,6.1637800000e+09
1.9334550000e-05,1.0000000000e+15,6.1837990000e+09
1.9335240000e-05,1.0000000000e+15,6.2038820000e+09
1.9335930000e-05,1.0000000000e+15,6.2240300000e+09
1.9336630000e-05,1.0000000000e+15,6.2442440000e+09
1.9337320000e-05,1.0000000000e+15,6.2645230000e+09
1.9338010000e-05,1.0000000000e+15,6.2848690000e+09
1.9338700000e-05,1.0000000000e+15,6.3052800000e+09
1.9339390000e-05,1.0000000000e+15,6.3257580000e+09
1.9340080000e-05,1.0000000000e+15,6.3463020000e+09
1.9340770000e-05,1.0000000000e+15,6.3669130000e+09
1.9341460000e-05,1.0000000000e+15,6.3875910000e+09
1.9342150000e-05,1.0000000000e+15,6.4083360000e+09
1.9342840000e-05,1.0000000000e+15,6.4291490000e+09
1.9343540000e-05,1.0000000000e+15,6.4500290000e+09
1.9344230000e-05,1.0000000000e+15,6.4709760000e+09
1.9344920000e-05,1.0000000000e+15,6.4919920000e+09
1.9345610000e-05,1.0000000000e+15,6.5130760000e+09
1.9346300000e-05,1.0000000000e+15,6.5342290000e+09
1.9346990000e-05,1.0000000000e+15,6.5554500000e+09
1.9347680000e-05,1.0000000000e+15,6.5767410000e+09
1.9348370000e-05,1.0000000000e+15,6.5981000000e+09
1.9349060000e-05,1.0000000000e+15,6.6195290000e+09
1.9349750000e-05,1.0000000000e+15,6.6410270000e+09
1.9350440000e-05,1.0000000000e+15,6.6625950000e+09
1.9351130000e-05,1.0000000000e+15,6.6842330000e+09
1.9351820000e-05,1.0000000000e+15,6.7059420000e+09
1.9352510000e-05,1.0000000000e+15,6.7277210000e+09
1.9353200000e-05,1.0000000000e+15,6.7495700000e+09
1.9353890000e-05,1.0000000000e+15,6.7714910000e+09
1.9354580000e-05,1.0000000000e+15,6.7934830000e+09
1.9355270000e-05,1.0000000000e+15,6.8155460000e+09
1.9355960000e-05,1.0000000000e+15,6.8376810000e+09
1.9356650000e-05,1.0000000000e+15,6.8598880000e+09
1.9357340000e-05,1.0000000000e+15,6.8821670000e+09
1.9358030000e-05,1.0000000000e+15,6.9045180000e+09
1.9358720000e-05,1.0000000000e+15,6.9269420000e+09
1.9359410000e-05,1.0000000000e+15,6.9494390000e+09
1.9360100000e-05,1.0000000000e+15,6.9720090000e+09
1.9360790000e-05,1.0000000000e+15,6.9946520000e+09
1.9361480000e-05,1.0000000000e+15,7.0173680000e+09
1.9362170000e-05,1.0000000000e+15,7.0401590000e+09
1.9362860000e-05,1.0000000000e+15,7.0630230000e+09
1.9363550000e-05,1.0000000000e+15,7.0859620000e+09
1.9364230000e-05,1.0000000000e+15,7.1089750000e+09
1.9364920000e-05,1.0000000000e+15,7.1320630000e+09
1.9365610000e-05,1.0000000000e+15,7.1552260000e+09
1.9366300000e-05,1.0000000000e+15,7.1784640000e+09
1.9366990000e-05,1.0000000000e+15,7.2017770000e+09
1.9367680000e-05,1.0000000000e+15,7.2251670000e+09
1.9368370000e-05,1.0000000000e+15,7.2486320000e+09
1.9369060000e-05,1.0000000000e+15,7.2721730000e+09
1.9369750000e-05,1.0000000000e+15,7.2957910000e+09
1.9370440000e-05,1.0000000000e+15,7.3194860000e+09
1.9371120000e-05,1.0000000000e+15,7.3432580000e+09
1.9371810000e-05,1.0000000000e+15,7.3671060000e+09
1.9372500000e-05,1.0000000000e+15,7.3910330000e+09
1.9373190000e-05,1.0000000000e+15,7.4150370000e+09
1.9373880000e-05,1.0000000000e+15,7.4391190000e+09
1.9374570000e-05,1.0000000000e+15,7.4632790000e+09
1.9375260000e-05,1.0000000000e+15,7.4875170000e+09
1.9375940000e-05,1.0000000000e+15,7.5118350000e+09
1.9376630000e-05,1.0000000000e+15,7.5362310000e+09
1.9377320000e-05,1.0000000000e+15,7.5607060000e+09
1.9378010000e-05,1.0000000000e+15,7.5852610000e+09
1.9378700000e-05,1.0000000000e+15,7.6098960000e+09
1.9379390000e-05,1.0000000000e+15,7.6346110000e+09
1.9380070000e-05,1.0000000000e+15,7.6594060000e+09
1.9380760000e-05,1.0000000000e+15,7.6842810000e+09
1.9381450000e-05,1.0000000000e+15,7.7092380000e+09
1.9382140000e-05,1.0000000000e+15,7.7342750000e+09
1.9382830000e-05,1.0000000000e+15,7.7593940000e+09
1.9383510000e-05,1.0000000000e+15,7.7845940000e+09
1.9384200000e-05,1.0000000000e+15,7.8098760000e+09
1.9384890000e-05,1.0000000000e+15,7.8352400000e+09
1.9385580000e-05,1.0000000000e+15,7.8606870000e+09
1.9386260000e-05,1.0000000000e+15,7.8862160000e+09
1.9386950000e-05,1.0000000000e+15,7.9118280000e+09
1.9387640000e-05,1.0000000000e+15,7.9375240000e+09
1.9388330000e-05,1.0000000000e+15,7.9633030000e+09
1.9389020000e-05,1.0000000000e+15,7.9891650000e+09
1.9389700000e-05,1.0000000000e+15,8.0151120000e+09
1.9390390000e-05,1.0000000000e+15,8.0411420000e+09
1.9391080000e-05,1.0000000000e+15,8.0672580000e+09
1.9391760000e-05,1.0000000000e+15,8.0934580000e+09
1.9392450000e-05,1.0000000000e+15,8.1197430000e+09
1.9393140000e-05,1.0000000000e+15,8.1461140000e+09
1.9393830000e-05,1.0000000000e+15,8.1725700000e+09
1.9394510000e-05,1.0000000000e+15,8.1991120000e+09
1.9395200000e-05,1.0000000000e+15,8.2257400000e+09
1.9395890000e-05,1.0000000000e+15,8.2524550000e+09
1.9396570000e-05,1.0000000000e+15,8.2792570000e+09
1.9397260000e-05,1.0000000000e+15,8.3061450000e+09
1.9397950000e-05,1.0000000000e+15,8.3331210000e+09
1.9398630000e-05,1.0000000000e+15,8.3601850000e+09
1.9399320000e-05,1.0000000000e+15,8.3873360000e+09
1.9400010000e-05,1.0000000000e+15,8.4145760000e+09
1.9400700000e-05,1.0000000000e+15,8.4419040000e+09
1.9401380000e-05,1.0000000000e+15,8.4693210000e+09
1.9402070000e-05,1.0000000000e+15,8.4968270000e+09
1.9402750000e-05,1.0000000000e+15,8.5244220000e+09
1.9403440000e-05,1.0000000000e+15,8.5521070000e+09
1.9404130000e-05,1.0000000000e+15,8.5798820000e+09
1.9404810000e-05,1.0000000000e+15,8.6077470000e+09
1.9405500000e-05,1.0000000000e+15,8.6357020000e+09
1.9406190000e-05,1.0000000000e+15,8.6637490000e+09
1.9406870000e-05,1.0000000000e+15,8.6918860000e+09
1.9407560000e-05,1.0000000000e+15,8.7201150000e+09
1.9408250000e-05,1.0000000000e+15,8.7484350000e+09
1.9408930000e-05,1.0000000000e+15,8.7768480000e+09
1.9409620000e-05,1.0000000000e+15,8.8053520000e+09
1.9410300000e-05,1.0000000000e+15,8.8339490000e+09
1.9410990000e-05,1.0000000000e+15,8.8626400000e+09
1.9411680000e-05,1.0000000000e+15,8.8914230000e+09
1.9412360000e-05,1.0000000000e+15,8.9203000000e+09
1.9413050000e-05,1.0000000000e+15,8.9492700000e+09
1.9413730000e-05,1.0000000000e+15,8.9783350000e+09
1.9414420000e-05,1.0000000000e+15,9.0074940000e+09
1.9415100000e-05,1.0000000000e+15,9.0367480000e+09
1.9415790000e-05,1.0000000000e+15,9.0660960000e+09
1.9416480000e-05,1.0000000000e+15,9.0955410000e+09
1.9417160000e-05,1.0000000000e+15,9.1250800000e+09
1.9417850000e-05,1.0000000000e+15,9.1547160000e+09
1.9418530000e-05,1.0000000000e+15,9.1844480000e+09
1.9419220000e-05,1.0000000000e+15,9.2142760000e+09
1.9419900000e-05,1.0000000000e+15,9.2442020000e+09
1.9420590000e-05,1.0000000000e+15,9.2742240000e+09
1.9421270000e-05,1.0000000000e+15,9.3043440000e+09
1.9421960000e-05,1.0000000000e+15,9.3345620000e+09
1.9422640000e-05,1.0000000000e+15,9.3648780000e+09
1.9423330000e-05,1.0000000000e+15,9.3952920000e+09
1.9424010000e-05,1.0000000000e+15,9.4258050000e+09
1.9424700000e-05,1.0000000000e+15,9.4564180000e+09
1.9425380000e-05,1.0000000000e+15,9.4871290000e+09
1.9426070000e-05,1.0000000000e+15,9.5179410000e+09
1.9426750000e-05,1.0000000000e+15,9.5488520000e+09
1.9427440000e-05,1.0000000000e+15,9.5798640000e+09
1.9428120000e-05,1.0000000000e+15,9.6109770000e+09
1.9428810000e-05,1.0000000000e+15,9.6421910000e+09
1.9429490000e-05,1.0000000000e+15,9.6735060000e+09
1.9430180000e-05,1.0000000000e+15,9.7049230000e+09
1.9430860000e-05,1.0000000000e+15,9.7364410000e+09
1.9431550000e-05,1.0000000000e+15,9.7680630000e+09
1.9432230000e-05,1.0000000000e+15,9.7997860000e+09
1.9432910000e-05,1.0000000000e+15,9.8316130000e+09
1.9433600000e-05,1.0000000000e+15,9.8635430000e+09
1.9434280000e-05,1.0000000000e+15,9.8955770000e+09
1.9434970000e-05,1.0000000000e+15,9.9277150000e+09
1.9435650000e-05,1.0000000000e+15,9.9599580000e+09
1.9436340000e-05,1.0000000000e+15,9.9923050000e+09
1.9437020000e-05,1.0000000000e+15,1.0024760000e+10
1.9437700000e-05,1.0000000000e+15,1.0057310000e+10
1.9438390000e-05,1.0000000000e+15,1.0089980000e+10
1.9439070000e-05,1.0000000000e+15,1.0122750000e+10
1.9439760000e-05,1.0000000000e+15,1.0155620000e+10
1.9440440000e-05,1.0000000000e+15,1.0188610000e+10
1.9441120000e-05,1.0000000000e+15,1.0221700000e+10
1.9441810000e-05,1.0000000000e+15,1.0254890000e+10
1.9442490000e-05,1.0000000000e+15,1.0288200000e+10
1.9443170000e-05,1.0000000000e+15,1.0321610000e+10
1.9443860000e-05,1.0000000000e+15,1.0355130000e+10
1.9444540000e-05,1.0000000000e+15,1.0388760000e+10
1.9445220000e-05,1.0000000000e+15,1.0422500000e+10
1.9445910000e-05,1.0000000000e+15,1.0456350000e+10
1.9446590000e-05,1.0000000000e+15,1.0490310000e+10
1.9447280000e-05,1.0000000000e+15,1.0524380000e+10
1.9447960000e-05,1.0000000000e+15,1.0558560000e+10
1.9448640000e-05,1.0000000000e+15,1.0592850000e+10
1.9449330000e-05,1.0000000000e+15,1.0627250000e+10
1.9450010000e-05,1.0000000000e+15,1.0661770000e+10
1.9450690000e-05,1.0000000000e+15,1.0696390000e+10
1.9451370000e-05,1.0000000000e+15,1.0731130000e+10
1.9452060000e-05,1.0000000000e+15,1.0765990000e+10
1.9452740000e-05,1.0000000000e+15,1.0800950000e+10
1.9453420000e-05,1.0000000000e+15,1.0836030000e+10
1.9454110000e-05,1.0000000000e+15,1.0871220000e+10
1.9454790000e-05,1.0000000000e+15,1.0906530000e+10
1.9455470000e-05,1.0000000000e+15,1.0941950000e+10
1.9456150000e-05,1.0000000000e+15,1.0977480000e+10
1.9456840000e-05,1.0000000000e+15,1.1013140000e+10
1.9457520000e-05,1.0000000000e+15,1.1048900000e+10
1.9458200000e-05,1.0000000000e+15,1.1084790000e+10
1.9458890000e-05,1.0000000000e+15,1.1120790000e+10
1.9459570000e-05,1.0000000000e+15,1.1156900000e+10
1.9460250000e-05,1.0000000000e+15,1.1193140000e+10
1.9460930000e-05,1.0000000000e+15,1.1229490000e+10
1.9461620000e-05,1.0000000000e+15,1.1265960000e+10
1.9462300000e-05,1.0000000000e+15,1.1302550000e+10
1.9462980000e-05,1.0000000000e+15,1.1339260000e+10
1.9463660000e-05,1.0000000000e+15,1.1376080000e+10
1.9464340000e-05,1.0000000000e+15,1.1413030000e+10
1.9465030000e-05,1.0000000000e+15,1.1450100000e+10
1.9465710000e-05,1.0000000000e+15,1.1487280000e+10
1.9466390000e-05,1.0000000000e+15,1.1524590000e+10
1.9467070000e-05,1.0000000000e+15,1.1562020000e+10
1.9467750000e-05,1.0000000000e+15,1.1599570000e+10
1.9468440000e-05,1.0000000000e+15,1.1637240000e+10
1.9469120000e-05,1.0000000000e+15,1.1675040000e+10
1.9469800000e-05,1.0000000000e+15,1.1712950000e+10
1.9470480000e-05,1.0000000000e+15,1.1750990000e+10
1.9471160000e-05,1.0000000000e+15,1.1789160000e+10
1.9471850000e-05,1.0000000000e+15,1.1827440000e+10
1.9472530000e-05,1.0000000000e+15,1.1865860000e+10
1.9473210000e-05,1.0000000000e+15,1.1904390000e+10
1.9473890000e-05,1.0000000000e+15,1.1943060000e+10
1.9474570000e-05,1.0000000000e+15,1.1981840000e+10
1.9475250000e-05,1.0000000000e+15,1.2020760000e+10
1.9475930000e-05,1.0000000000e+15,1.2059800000e+10
1.9476620000e-05,1.0000000000e+15,1.2098960000e+10
1.9477300000e-05,1.0000000000e+15,1.2138260000e+10
1.9477980000e-05,1.0000000000e+15,1.2177680000e+10
1.9478660000e-05,1.0000000000e+15,1.2217230000e+10
1.9479340000e-05,1.0000000000e+15,1.2256910000e+10
1.9480020000e-05,1.0000000000e+15,1.2296710000e+10
1.9480700000e-05,1.0000000000e+15,1.2336650000e+10
1.9481380000e-05,1.0000000000e+15,1.2376720000e+10
1.9482060000e-05,1.0000000000e+15,1.2416910000e+10
1.9482750000e-05,1.0000000000e+15,1.2457240000e+10
1.9483430000e-05,1.0000000000e+15,1.2497700000e+10
1.9484110000e-05,1.0000000000e+15,1.2538280000e+10
1.9484790000e-05,1.0000000000e+15,1.2579010000e+10
1.9485470000e-05,1.0000000000e+15,1.2619860000e+10
1.9486150000e-05,1.0000000000e+15,1.2660840000e+10
1.9486830000e-05,1.0000000000e+15,1.2701960000e+10
1.9487510000e-05,1.0000000000e+15,1.2743220000e+10
1.9488190000e-05,1.0000000000e+15,1.2784600000e+10
1.9488870000e-05,1.0000000000e+15,1.2826120000e+10
1.9489550000e-05,1.0000000000e+15,1.2867780000e+10
1.9490230000e-05,1.0000000000e+15,1.2909570000e+10
1.9490910000e-05,1.0000000000e+15,1.2951500000e+10
1.9491590000e-05,1.0000000000e+15,1.2993560000e+10
1.9492270000e-05,1.0000000000e+15,1.3035760000e+10
1.9492950000e-05,1.0000000000e+15,1.3078090000e+10
1.9493630000e-05,1.0000000000e+15,1.3120570000e+10
1.9494310000e-05,1.0000000000e+15,1.3163180000e+10
1.9494990000e-05,1.0000000000e+15,1.3205930000e+10
1.9495670000e-05,1.0000000000e+15,1.3248820000e+10
1.9496350000e-05,1.0000000000e+15,1.3291850000e+10
1.9497030000e-05,1.0000000000e+15,1.3335020000e+10
1.9497710000e-05,1.0000000000e+15,1.3378320000e+10
1.9498390000e-05,1.0000000000e+15,1.3421770000e+10
1.9499070000e-05,1.0000000000e+15,1.3465360000e+10
1.9499750000e-05,1.0000000000e+15,1.3509090000e+10
1.9500430000e-05,1.0000000000e+15,1.3552970000e+10
1.9501110000e-05,1.0000000000e+15,1.3596980000e+10
1.9501790000e-05,1.0000000000e+15,1.3641140000e+10
1.9502470000e-05,1.0000000000e+15,1.3685450000e+10
1.9503150000e-05,1.0000000000e+15,1.3729890000e+10
1.9503830000e-05,1.0000000000e+15,1.3774480000e+10
1.9504510000e-05,1.0000000000e+15,1.3819220000e+10
1.9505190000e-05,1.0000000000e+15,1.3864100000e+10
1.9505870000e-05,1.0000000000e+15,1.3909130000e+10
1.9506550000e-05,1.0000000000e+15,1.3954300000e+10
1.9507230000e-05,1.0000000000e+15,1.3999620000e+10
1.9507910000e-05,1.0000000000e+15,1.4045080000e+10
1.9508580000e-05,1.0000000000e+15,1.4090700000e+10
1.9509260000e-05,1.0000000000e+15,1.4136460000e+10
1.9509940000e-05,1.0000000000e+15,1.4182370000e+10
1.9510620000e-05,1.0000000000e+15,1.4228430000e+10
1.9511300000e-05,1.0000000000e+15,1.4274640000e+10
1.9511980000e-05,1.0000000000e+15,1.4321000000e+10
1.9512660000e-05,1.0000000000e+15,1.4367510000e+10
1.9513340000e-05,1.0000000000e+15,1.4414180000e+10
1.9514020000e-05,1.0000000000e+15,1.4460990000e+10
1.9514690000e-05,1.0000000000e+15,1.4507950000e+10
1.9515370000e-05,1.0000000000e+15,1.4555070000e+10
1.9516050000e-05,1.0000000000e+15,1.4602340000e+10
1.9516730000e-05,1.0000000000e+15,1.4649770000e+10
1.9517410000e-05,1.0000000000e+15,1.4697340000e+10
1.9518090000e-05,1.0000000000e+15,1.4745080000e+10
1.9518760000e-05,1.0000000000e+15,1.4792960000e+10
1.9519440000e-05,1.0000000000e+15,1.4841010000e+10
1.9520120000e-05,1.0000000000e+15,1.4889210000e+10
1.9520800000e-05,1.0000000000e+15,1.4937560000e+10
1.9521480000e-05,1.0000000000e+15,1.4986080000e+10
1.9522160000e-05,1.0000000000e+15,1.5034750000e+10
1.9522830000e-05,1.0000000000e+15,1.5083570000e+10
1.9523510000e-05,1.0000000000e+15,1.5132560000e+10
1.9524190000e-05,1.0000000000e+15,1.5181710000e+10
1.9524870000e-05,1.0000000000e+15,1.5231010000e+10
1.9525550000e-05,1.0000000000e+15,1.5280480000e+10
1.9526220000e-05,1.0000000000e+15,1.5330110000e+10
