r,rho,m
1.9526900000e-05,1.0000000000e+15,1.5379890000e+10
1.9527580000e-05,1.0000000000e+15,1.5429840000e+10
1.9528260000e-05,1.0000000000e+15,1.5479960000e+10
1.9528940000e-05,1.0000000000e+15,1.5530230000e+10
1.9529610000e-05,1.0000000000e+15,1.5580670000e+10
1.9530290000e-05,1.0000000000e+15,1.5631270000e+10
1.9530970000e-05,1.0000000000e+15,1.5682040000e+10
1.9531650000e-05,1.0000000000e+15,1.5732970000e+10
1.9532320000e-05,1.0000000000e+15,1.5784060000e+10
1.9533000000e-05,1.0000000000e+15,1.5835320000e+10
1.9533680000e-05,1.0000000000e+15,1.5886750000e+10
1.9534350000e-05,1.0000000000e+15,1.5938350000e+10
1.9535030000e-05,1.0000000000e+15,1.5990110000e+10
1.9535710000e-05,1.0000000000e+15,1.6042040000e+10
1.9536390000e-05,1.0000000000e+15,1.6094140000e+10
1.9537060000e-05,1.0000000000e+15,1.6146410000e+10
1.9537740000e-05,1.0000000000e+15,1.6198850000e+10
1.9538420000e-05,1.0000000000e+15,1.6251460000e+10
1.9539090000e-05,1.0000000000e+15,1.6304240000e+10
1.9539770000e-05,1.0000000000e+15,1.6357190000e+10
1.9540450000e-05,1.0000000000e+15,1.6410310000e+10
1.9541130000e-05,1.0000000000e+15,1.6463610000e+10
1.9541800000e-05,1.0000000000e+15,1.6517080000e+10
1.9542480000e-05,1.0000000000e+15,1.6570720000e+10
1.9543160000e-05,1.0000000000e+15,1.6624540000e+10
1.9543830000e-05,1.0000000000e+15,1.6678530000e+10
1.9544510000e-05,1.0000000000e+15,1.6732700000e+10
1.9545190000e-05,1.0000000000e+15,1.6787040000e+10
1.9545860000e-05,1.0000000000e+15,1.6841560000e+10
1.9546540000e-05,1.0000000000e+15,1.6896260000e+10
1.9547210000e-05,1.0000000000e+15,1.6951130000e+10
1.9547890000e-05,1.0000000000e+15,1.7006180000e+10
1.9548570000e-05,1.0000000000e+15,1.7061420000e+10
1.9549240000e-05,1.0000000000e+15,1.7116830000e+10
1.9549920000e-05,1.0000000000e+15,1.7172420000e+10
1.9550600000e-05,1.0000000000e+15,1.7228190000e+10
1.9551270000e-05,1.0000000000e+15,1.7284140000e+10
1.9551950000e-05,1.0000000000e+15,1.7340270000e+10
1.9552620000e-05,1.0000000000e+15,1.7396590000e+10
1.9553300000e-05,1.0000000000e+15,1.7453090000e+10
1.9553980000e-05,1.0000000000e+15,1.7509770000e+10
1.9554650000e-05,1.0000000000e+15,1.7566640000e+10
1.9555330000e-05,1.0000000000e+15,1.7623690000e+10
1.9556000000e-05,1.0000000000e+15,1.7680930000e+10
1.9556680000e-05,1.0000000000e+15,1.7738350000e+10
1.9557360000e-05,1.0000000000e+15,1.7795960000e+10
1.9558030000e-05,1.0000000000e+15,1.7853750000e+10
1.9558710000e-05,1.0000000000e+15,1.7911740000e+10
1.9559380000e-05,1.0000000000e+15,1.7969910000e+10
1.9560060000e-05,1.0000000000e+15,1.8028270000e+10
1.9560730000e-05,1.0000000000e+15,1.8086820000e+10
1.9561410000e-05,1.0000000000e+15,1.8145560000e+10
1.9562080000e-05,1.0000000000e+15,1.8204490000e+10
1.9562760000e-05,1.0000000000e+15,1.8263620000e+10
1.9563430000e-05,1.0000000000e+15,1.8322930000e+10
1.9564110000e-05,1.0000000000e+15,1.8382440000e+10
1.9564790000e-05,1.0000000000e+15,1.8442140000e+10
1.9565460000e-05,1.0000000000e+15,1.8502040000e+10
1.9566140000e-05,1.0000000000e+15,1.8562120000e+10
1.9566810000e-05,1.0000000000e+15,1.8622410000e+10
1.9567490000e-05,1.0000000000e+15,1.8682890000e+10
1.9568160000e-05,1.0000000000e+15,1.8743570000e+10
1.9568840000e-05,1.0000000000e+15,1.8804440000e+10
1.9569510000e-05,1.0000000000e+15,1.8865510000e+10
1.9570190000e-05,1.0000000000e+15,1.8926780000e+10
1.9570860000e-05,1.0000000000e+15,1.8988250000e+10
1.9571530000e-05,1.0000000000e+15,1.9049920000e+10
1.9572210000e-05,1.0000000000e+15,1.9111790000e+10
1.9572880000e-05,1.0000000000e+15,1.9173860000e+10
1.9573560000e-05,1.0000000000e+15,1.9236130000e+10
1.9574230000e-05,1.0000000000e+15,1.9298600000e+10
1.9574910000e-05,1.0000000000e+15,1.9361280000e+10
1.9575580000e-05,1.0000000000e+15,1.9424160000e+10
1.9576260000e-05,1.0000000000e+15,1.9487240000e+10
1.9576930000e-05,1.0000000000e+15,1.9550530000e+10
1.9577610000e-05,1.0000000000e+15,1.9614020000e+10
1.9578280000e-05,1.0000000000e+15,1.9677720000e+10
1.9578950000e-05,1.0000000000e+15,1.9741630000e+10
1.9579630000e-05,1.0000000000e+15,1.9805750000e+10
1.9580300000e-05,1.0000000000e+15,1.9870070000e+10
1.9580980000e-05,1.0000000000e+15,1.9934600000e+10
1.9581650000e-05,1.0000000000e+15,1.9999340000e+10
1.9582320000e-05,1.0000000000e+15,2.0064300000e+10
1.9583000000e-05,1.0000000000e+15,2.0129460000e+10
1.9583670000e-05,1.0000000000e+15,2.0194830000e+10
1.9584350000e-05,1.0000000000e+15,2.0260420000e+10
1.9585020000e-05,1.0000000000e+15,2.0326220000e+10
1.9585690000e-05,1.0000000000e+15,2.0392240000e+10
1.9586370000e-05,1.0000000000e+15,2.0458460000e+10
1.9587040000e-05,1.0000000000e+15,2.0524910000e+10
1.9587710000e-05,1.0000000000e+15,2.0591570000e+10
1.9588390000e-05,1.0000000000e+15,2.0658440000e+10
1.9589060000e-05,1.0000000000e+15,2.0725530000e+10
1.9589730000e-05,1.0000000000e+15,2.0792840000e+10
1.9590410000e-05,1.0000000000e+15,2.0860370000e+10
1.9591080000e-05,1.0000000000e+15,2.0928120000e+10
1.9591760000e-05,1.0000000000e+15,2.0996090000e+10
1.9592430000e-05,1.0000000000e+15,2.1064280000e+10
1.9593100000e-05,1.0000000000e+15,2.1132690000e+10
1.9593770000e-05,1.0000000000e+15,2.1201320000e+10
1.9594450000e-05,1.0000000000e+15,2.1270180000e+10
1.9595120000e-05,1.0000000000e+15,2.1339260000e+10
1.9595790000e-05,1.0000000000e+15,2.1408560000e+10
1.9596470000e-05,1.0000000000e+15,2.1478090000e+10
1.9597140000e-05,1.0000000000e+15,2.1547850000e+10
1.9597810000e-05,1.0000000000e+15,2.1617830000e+10
1.9598490000e-05,1.0000000000e+15,2.1688040000e+10
1.9599160000e-05,1.0000000000e+15,2.1758470000e+10
1.9599830000e-05,1.0000000000e+15,2.1829140000e+10
1.9600500000e-05,1.0000000000e+15,2.1900030000e+10
1.9601180000e-05,1.0000000000e+15,2.1971160000e+10
1.9601850000e-05,1.0000000000e+15,2.2042510000e+10
1.9602520000e-05,1.0000000000e+15,2.2114100000e+10
1.9603190000e-05,1.0000000000e+15,2.2185920000e+10
1.9603870000e-05,1.0000000000e+15,2.2257970000e+10
1.9604540000e-05,1.0000000000e+15,2.2330260000e+10
1.9605210000e-05,1.0000000000e+15,2.2402780000e+10
1.9605880000e-05,1.0000000000e+15,2.2475540000e+10
1.9606560000e-05,1.0000000000e+15,2.2548540000e+10
1.9607230000e-05,1.0000000000e+15,2.2621770000e+10
1.9607900000e-05,1.0000000000e+15,2.2695240000e+10
1.9608570000e-05,1.0000000000e+15,2.2768940000e+10
1.9609250000e-05,1.0000000000e+15,2.2842890000e+10
1.9609920000e-05,1.0000000000e+15,2.2917080000e+10
1.9610590000e-05,1.0000000000e+15,2.2991510000e+10
1.9611260000e-05,1.0000000000e+15,2.3066180000e+10
1.9611930000e-05,1.0000000000e+15,2.3141090000e+10
1.9612610000e-05,1.0000000000e+15,2.3216240000e+10
1.9613280000e-05,1.0000000000e+15,2.3291640000e+10
1.9613950000e-05,1.0000000000e+15,2.3367290000e+10
1.9614620000e-05,1.0000000000e+15,2.3443180000e+10
1.9615290000e-05,1.0000000000e+15,2.3519320000e+10
1.9615960000e-05,1.0000000000e+15,2.3595700000e+10
1.9616640000e-05,1.0000000000e+15,2.3672330000e+10
1.9617310000e-05,1.0000000000e+15,2.3749210000e+10
1.9617980000e-05,1.0000000000e+15,2.3826340000e+10
1.9618650000e-05,1.0000000000e+15,2.3903720000e+10
1.9619320000e-05,1.0000000000e+15,2.3981360000e+10
1.9619990000e-05,1.0000000000e+15,2.4059240000e+10
1.9620670000e-05,1.0000000000e+15,2.4137380000e+10
1.9621340000e-05,1.0000000000e+15,2.4215770000e+10
1.9622010000e-05,1.0000000000e+15,2.4294420000e+10
1.9622680000e-05,1.0000000000e+15,2.4373320000e+10
1.9623350000e-05,1.0000000000e+15,2.4452470000e+10
1.9624020000e-05,1.0000000000e+15,2.4531890000e+10
1.9624690000e-05,1.0000000000e+15,2.4611560000e+10
1.9625360000e-05,1.0000000000e+15,2.4691490000e+10
1.9626030000e-05,1.0000000000e+15,2.4771680000e+10
1.9626710000e-05,1.0000000000e+15,2.4852130000e+10
1.9627380000e-05,1.0000000000e+15,2.4932850000e+10
1.9628050000e-05,1.0000000000e+15,2.5013820000e+10
1.9628720000e-05,1.0000000000e+15,2.5095060000e+10
1.9629390000e-05,1.0000000000e+15,2.5176560000e+10
1.9630060000e-05,1.0000000000e+15,2.5258330000e+10
1.9630730000e-05,1.0000000000e+15,2.5340360000e+10
1.9631400000e-05,1.0000000000e+15,2.5422660000e+10
1.9632070000e-05,1.0000000000e+15,2.5505220000e+10
1.9632740000e-05,1.0000000000e+15,2.5588060000e+10
1.9633410000e-05,1.0000000000e+15,2.5671160000e+10
1.9634080000e-05,1.0000000000e+15,2.5754530000e+10
1.9634750000e-05,1.0000000000e+15,2.5838170000e+10
1.9635420000e-05,1.0000000000e+15,2.5922090000e+10
1.9636090000e-05,1.0000000000e+15,2.6006280000e+10
1.9636760000e-05,1.0000000000e+15,2.6090740000e+10
1.9637430000e-05,1.0000000000e+15,2.6175470000e+10
1.9638100000e-05,1.0000000000e+15,2.6260480000e+10
1.9638770000e-05,1.0000000000e+15,2.6345770000e+10
1.9639440000e-05,1.0000000000e+15,2.6431330000e+10
1.9640110000e-05,1.0000000000e+15,2.6517180000e+10
1.9640780000e-05,1.0000000000e+15,2.6603300000e+10
1.9641450000e-05,1.0000000000e+15,2.6689700000e+10
1.9642120000e-05,1.0000000000e+15,2.6776380000e+10
1.9642790000e-05,1.0000000000e+15,2.6863340000e+10
1.9643460000e-05,1.0000000000e+15,2.6950580000e+10
1.9644130000e-05,1.0000000000e+15,2.7038110000e+10
1.9644800000e-05,1.0000000000e+15,2.7125920000e+10
1.9645470000e-05,1.0000000000e+15,2.7214020000e+10
1.9646140000e-05,1.0000000000e+15,2.7302400000e+10
1.9646810000e-05,1.0000000000e+15,2.7391070000e+10
1.9647480000e-05,1.0000000000e+15,2.7480030000e+10
1.9648150000e-05,1.0000000000e+15,2.7569280000e+10
1.9648820000e-05,1.0000000000e+15,2.7658820000e+10
1.9649490000e-05,1.0000000000e+15,2.7748640000e+10
1.9650160000e-05,1.0000000000e+15,2.7838760000e+10
1.9650830000e-05,1.0000000000e+15,2.7929170000e+10
1.9651500000e-05,1.0000000000e+15,2.8019880000e+10
1.9652170000e-05,1.0000000000e+15,2.8110880000e+10
1.9652840000e-05,1.0000000000e+15,2.8202180000e+10
1.9653510000e-05,1.0000000000e+15,2.8293770000e+10
1.9654170000e-05,1.0000000000e+15,2.8385660000e+10
1.9654840000e-05,1.0000000000e+15,2.8477850000e+10
1.9655510000e-05,1.0000000000e+15,2.8570340000e+10
1.9656180000e-05,1.0000000000e+15,2.8663120000e+10
1.9656850000e-05,1.0000000000e+15,2.8756210000e+10
1.9657520000e-05,1.0000000000e+15,2.8849610000e+10
1.9658190000e-05,1.0000000000e+15,2.8943300000e+10
1.9658860000e-05,1.0000000000e+15,2.9037300000e+10
1.9659530000e-05,1.0000000000e+15,2.9131610000e+10
1.9660190000e-05,1.0000000000e+15,2.9226220000e+10
1.9660860000e-05,1.0000000000e+15,2.9321130000e+10
1.9661530000e-05,1.0000000000e+15,2.9416360000e+10
1.9662200000e-05,1.0000000000e+15,2.9511900000e+10
1.9662870000e-05,1.0000000000e+15,2.9607740000e+10
1.9663540000e-05,1.0000000000e+15,2.9703900000e+10
1.9664210000e-05,1.0000000000e+15,2.9800370000e+10
1.9664870000e-05,1.0000000000e+15,2.9897150000e+10
1.9665540000e-05,1.0000000000e+15,2.9994250000e+10
1.9666210000e-05,1.0000000000e+15,3.0091660000e+10
1.9666880000e-05,1.0000000000e+15,3.0189390000e+10
1.9667550000e-05,1.0000000000e+15,3.0287440000e+10
1.9668210000e-05,1.0000000000e+15,3.0385800000e+10
1.9668880000e-05,1.0000000000e+15,3.0484490000e+10
1.9669550000e-05,1.0000000000e+15,3.0583490000e+10
1.9670220000e-05,1.0000000000e+15,3.0682820000e+10
1.9670890000e-05,1.0000000000e+15,3.0782470000e+10
1.9671550000e-05,1.0000000000e+15,3.0882440000e+10
1.9672220000e-05,1.0000000000e+15,3.0982740000e+10
1.9672890000e-05,1.0000000000e+15,3.1083360000e+10
1.9673560000e-05,1.0000000000e+15,3.1184310000e+10
1.9674230000e-05,1.0000000000e+15,3.1285590000e+10
1.9674890000e-05,1.0000000000e+15,3.1387200000e+10
1.9675560000e-05,1.0000000000e+15,3.1489130000e+10
1.9676230000e-05,1.0000000000e+15,3.1591400000e+10
1.9676900000e-05,1.0000000000e+15,3.1694000000e+10
1.9677560000e-05,1.0000000000e+15,3.1796930000e+10
1.9678230000e-05,1.0000000000e+15,3.1900200000e+10
1.9678900000e-05,1.0000000000e+15,3.2003800000e+10
1.9679570000e-05,1.0000000000e+15,3.2107740000e+10
1.9680230000e-05,1.0000000000e+15,3.2212020000e+10
1.9680900000e-05,1.0000000000e+15,3.2316630000e+10
1.9681570000e-05,1.0000000000e+15,3.2421590000e+10
1.9682230000e-05,1.0000000000e+15,3.2526880000e+10
1.9682900000e-05,1.0000000000e+15,3.2632520000e+10
1.9683570000e-05,1.0000000000e+15,3.2738500000e+10
1.9684240000e-05,1.0000000000e+15,3.2844830000e+10
1.9684900000e-05,1.0000000000e+15,3.2951500000e+10
1.9685570000e-05,1.0000000000e+15,3.3058520000e+10
1.9686240000e-05,1.0000000000e+15,3.3165880000e+10
1.9686900000e-05,1.0000000000e+15,3.3273590000e+10
1.9687570000e-05,1.0000000000e+15,3.3381660000e+10
1.9688240000e-05,1.0000000000e+15,3.3490070000e+10
1.9688900000e-05,1.0000000000e+15,3.3598840000e+10
1.9689570000e-05,1.0000000000e+15,3.3707960000e+10
1.9690240000e-05,1.0000000000e+15,3.3817430000e+10
1.9690900000e-05,1.0000000000e+15,3.3927260000e+10
1.9691570000e-05,1.0000000000e+15,3.4037450000e+10
1.9692240000e-05,1.0000000000e+15,3.4147990000e+10
1.9692900000e-05,1.0000000000e+15,3.4258890000e+10
1.9693570000e-05,1.0000000000e+15,3.4370160000e+10
1.9694240000e-05,1.0000000000e+15,3.4481780000e+10
1.9694900000e-05,1.0000000000e+15,3.4593770000e+10
1.9695570000e-05,1.0000000000e+15,3.4706120000e+10
1.9696230000e-05,1.0000000000e+15,3.4818830000e+10
1.9696900000e-05,1.0000000000e+15,3.4931910000e+10
1.9697570000e-05,1.0000000000e+15,3.5045360000e+10
1.9698230000e-05,1.0000000000e+15,3.5159180000e+10
1.9698900000e-05,1.0000000000e+15,3.5273370000e+10
1.9699570000e-05,1.0000000000e+15,3.5387930000e+10
1.9700230000e-05,1.0000000000e+15,3.5502860000e+10
1.9700900000e-05,1.0000000000e+15,3.5618160000e+10
1.9701560000e-05,1.0000000000e+15,3.5733840000e+10
1.9702230000e-05,1.0000000000e+15,3.5849890000e+10
1.9702890000e-05,1.0000000000e+15,3.5966320000e+10
1.9703560000e-05,1.0000000000e+15,3.6083130000e+10
1.9704230000e-05,1.0000000000e+15,3.6200310000e+10
1.9704890000e-05,1.0000000000e+15,3.6317880000e+10
1.9705560000e-05,1.0000000000e+15,3.6435830000e+10
1.9706220000e-05,1.0000000000e+15,3.6554170000e+10
1.9706890000e-05,1.0000000000e+15,3.6672880000e+10
1.9707550000e-05,1.0000000000e+15,3.6791990000e+10
1.9708220000e-05,1.0000000000e+15,3.6911480000e+10
1.9708880000e-05,1.0000000000e+15,3.7031350000e+10
1.9709550000e-05,1.0000000000e+15,3.7151620000e+10
1.9710210000e-05,1.0000000000e+15,3.7272280000e+10
1.9710880000e-05,1.0000000000e+15,3.7393330000e+10
1.9711550000e-05,1.0000000000e+15,3.7514770000e+10
1.9712210000e-05,1.0000000000e+15,3.7636610000e+10
1.9712880000e-05,1.0000000000e+15,3.7758840000e+10
1.9713540000e-05,1.0000000000e+15,3.7881470000e+10
1.9714210000e-05,1.0000000000e+15,3.8004500000e+10
1.9714870000e-05,1.0000000000e+15,3.8127930000e+10
1.9715540000e-05,1.0000000000e+15,3.8251760000e+10
1.9716200000e-05,1.0000000000e+15,3.8375990000e+10
1.9716870000e-05,1.0000000000e+15,3.8500620000e+10
1.9717530000e-05,1.0000000000e+15,3.8625660000e+10
1.9718190000e-05,1.0000000000e+15,3.8751100000e+10
1.9718860000e-05,1.0000000000e+15,3.8876960000e+10
1.9719520000e-05,1.0000000000e+15,3.9003220000e+10
1.9720190000e-05,1.0000000000e+15,3.9129890000e+10
1.9720850000e-05,1.0000000000e+15,3.9256970000e+10
1.9721520000e-05,1.0000000000e+15,3.9384470000e+10
1.9722180000e-05,1.0000000000e+15,3.9512380000e+10
1.9722850000e-05,1.0000000000e+15,3.9640700000e+10
1.9723510000e-05,1.0000000000e+15,3.9769440000e+10
1.9724180000e-05,1.0000000000e+15,3.9898600000e+10
1.9724840000e-05,1.0000000000e+15,4.0028180000e+10
1.9725500000e-05,1.0000000000e+15,4.0158180000e+10
1.9726170000e-05,1.0000000000e+15,4.0288600000e+10
1.9726830000e-05,1.0000000000e+15,4.0419450000e+10
1.9727500000e-05,1.0000000000e+15,4.0550720000e+10
1.9728160000e-05,1.0000000000e+15,4.0682420000e+10
1.9728820000e-05,1.0000000000e+15,4.0814540000e+10
1.9729490000e-05,1.0000000000e+15,4.0947100000e+10
1.9730150000e-05,1.0000000000e+15,4.1080080000e+10
1.9730820000e-05,1.0000000000e+15,4.1213500000e+10
1.9731480000e-05,1.0000000000e+15,4.1347350000e+10
1.9732140000e-05,1.0000000000e+15,4.1481630000e+10
1.9732810000e-05,1.0000000000e+15,4.1616350000e+10
1.9733470000e-05,1.0000000000e+15,4.1751510000e+10
1.9734130000e-05,1.0000000000e+15,4.1887110000e+10
1.9734800000e-05,1.0000000000e+15,4.2023140000e+10
1.9735460000e-05,1.0000000000e+15,4.2159620000e+10
1.9736130000e-05,1.0000000000e+15,4.2296540000e+10
1.9736790000e-05,1.0000000000e+15,4.2433910000e+10
1.9737450000e-05,1.0000000000e+15,4.2571720000e+10
1.9738120000e-05,1.0000000000e+15,4.2709990000e+10
1.9738780000e-05,1.0000000000e+15,4.2848700000e+10
1.9739440000e-05,1.0000000000e+15,4.2987860000e+10
1.9740110000e-05,1.0000000000e+15,4.3127470000e+10
1.9740770000e-05,1.0000000000e+15,4.3267530000e+10
1.9741430000e-05,1.0000000000e+15,4.3408050000e+10
1.9742100000e-05,1.0000000000e+15,4.3549030000e+10
1.9742760000e-05,1.0000000000e+15,4.3690470000e+10
1.9743420000e-05,1.0000000000e+15,4.3832360000e+10
1.9744080000e-05,1.0000000000e+15,4.3974710000e+10
1.9744750000e-05,1.0000000000e+15,4.4117530000e+10
1.9745410000e-05,1.0000000000e+15,4.4260810000e+10
1.9746070000e-05,1.0000000000e+15,4.4404560000e+10
1.9746740000e-05,1.0000000000e+15,4.4548770000e+10
1.9747400000e-05,1.0000000000e+15,4.4693450000e+10
1.9748060000e-05,1.0000000000e+15,4.4838610000e+10
1.9748720000e-05,1.0000000000e+15,4.4984230000e+10
1.9749390000e-05,1.0000000000e+15,4.5130320000e+10
1.9750050000e-05,1.0000000000e+15,4.5276890000e+10
1.9750710000e-05,1.0000000000e+15,4.5423940000e+10
1.9751370000e-05,1.0000000000e+15,4.5571460000e+10
1.9752040000e-05,1.0000000000e+15,4.5719470000e+10
1.9752700000e-05,1.0000000000e+15,4.5867950000e+10
1.9753360000e-05,1.0000000000e+15,4.6016920000e+10
1.9754020000e-05,1.0000000000e+15,4.6166370000e+10
1.9754690000e-05,1.0000000000e+15,4.6316300000e+10
1.9755350000e-05,1.0000000000e+15,4.6466720000e+10
1.9756010000e-05,1.0000000000e+15,4.6617630000e+10
1.9756670000e-05,1.0000000000e+15,4.6769040000e+10
1.9757330000e-05,1.0000000000e+15,4.6920930000e+10
1.9758000000e-05,1.0000000000e+15,4.7073310000e+10
1.9758660000e-05,1.0000000000e+15,4.7226190000e+10
1.9759320000e-05,1.0000000000e+15,4.7379570000e+10
1.9759980000e-05,1.0000000000e+15,4.7533450000e+10
1.9760640000e-05,1.0000000000e+15,4.7687820000e+10
1.9761310000e-05,1.0000000000e+15,4.7842700000e+10
1.9761970000e-05,1.0000000000e+15,4.7998080000e+10
1.9762630000e-05,1.0000000000e+15,4.8153960000e+10
1.9763290000e-05,1.0000000000e+15,4.8310350000e+10
1.9763950000e-05,1.0000000000e+15,4.8467250000e+10
1.9764620000e-05,1.0000000000e+15,4.8624660000e+10
1.9765280000e-05,1.0000000000e+15,4.8782580000e+10
1.9765940000e-05,1.0000000000e+15,4.8941010000e+10
1.9766600000e-05,1.0000000000e+15,4.9099950000e+10
1.9767260000e-05,1.0000000000e+15,4.9259420000e+10
1.9767920000e-05,1.0000000000e+15,4.9419400000e+10
1.9768580000e-05,1.0000000000e+15,4.9579900000e+10
1.9769250000e-05,1.0000000000e+15,4.9740920000e+10
1.9769910000e-05,1.0000000000e+15,4.9902460000e+10
1.9770570000e-05,1.0000000000e+15,5.0064530000e+10
1.9771230000e-05,1.0000000000e+15,5.0227130000e+10
1.9771890000e-05,1.0000000000e+15,5.0390250000e+10
1.9772550000e-05,1.0000000000e+15,5.0553900000e+10
1.9773210000e-05,1.0000000000e+15,5.0718090000e+10
1.9773870000e-05,1.0000000000e+15,5.0882800000e+10
1.9774530000e-05,1.0000000000e+15,5.1048060000e+10
1.9775190000e-05,1.0000000000e+15,5.1213850000e+10
1.9775860000e-05,1.0000000000e+15,5.1380170000e+10
1.9776520000e-05,1.0000000000e+15,5.1547040000e+10
1.9777180000e-05,1.0000000000e+15,5.1714450000e+10
1.9777840000e-05,1.0000000000e+15,5.1882410000e+10
1.9778500000e-05,1.0000000000e+15,5.2050900000e+10
1.9779160000e-05,1.0000000000e+15,5.2219950000e+10
1.9779820000e-05,1.0000000000e+15,5.2389550000e+10
1.9780480000e-05,1.0000000000e+15,5.2559690000e+10
1.9781140000e-05,1.0000000000e+15,5.2730390000e+10
1.9781800000e-05,1.0000000000e+15,5.2901640000e+10
1.9782460000e-05,1.0000000000e+15,5.3073450000e+10
1.9783120000e-05,1.0000000000e+15,5.3245820000e+10
1.9783780000e-05,1.0000000000e+15,5.3418750000e+10
1.9784440000e-05,1.0000000000e+15,5.3592240000e+10
1.9785100000e-05,1.0000000000e+15,5.3766290000e+10
1.9785760000e-05,1.0000000000e+15,5.3940910000e+10
1.9786420000e-05,1.0000000000e+15,5.4116090000e+10
1.9787080000e-05,1.0000000000e+15,5.4291840000e+10
1.9787740000e-05,1.0000000000e+15,5.4468170000e+10
1.9788400000e-05,1.0000000000e+15,5.4645070000e+10
1.9789060000e-05,1.0000000000e+15,5.4822540000e+10
1.9789720000e-05,1.0000000000e+15,5.5000590000e+10
1.9790380000e-05,1.0000000000e+15,5.5179210000e+10
1.9791040000e-05,1.0000000000e+15,5.5358420000e+10
1.9791700000e-05,1.0000000000e+15,5.5538210000e+10
1.9792360000e-05,1.0000000000e+15,5.5718580000e+10
1.9793020000e-05,1.0000000000e+15,5.5899540000e+10
1.9793680000e-05,1.0000000000e+15,5.6081080000e+10
1.9794340000e-05,1.0000000000e+15,5.6263220000e+10
1.9795000000e-05,1.0000000000e+15,5.6445940000e+10
1.9795660000e-05,1.0000000000e+15,5.6629260000e+10
1.9796320000e-05,1.0000000000e+15,5.6813180000e+10
1.9796980000e-05,1.0000000000e+15,5.6997690000e+10
1.9797640000e-05,1.0000000000e+15,5.7182800000e+10
1.9798300000e-05,1.0000000000e+15,5.7368520000e+10
1.9798960000e-05,1.0000000000e+15,5.7554830000e+10
1.9799620000e-05,1.0000000000e+15,5.7741760000e+10
1.9800280000e-05,1.0000000000e+15,5.7929280000e+10
1.9800940000e-05,1.0000000000e+15,5.8117420000e+10
1.9801600000e-05,1.0000000000e+15,5.8306170000e+10
1.9802250000e-05,1.0000000000e+15,5.8495530000e+10
1.9802910000e-05,1.0000000000e+15,5.8685510000e+10
1.9803570000e-05,1.0000000000e+15,5.8876100000e+10
1.9804230000e-05,1.0000000000e+15,5.9067310000e+10
1.9804890000e-05,1.0000000000e+15,5.9259150000e+10
