t,y0,k1[0],k2[0],k3[0],k4[0],y1,k1[1],k2[1],k3[1],k4[1],P,H
8.620914e+05,6.355307e+14,-1.064035e+09,-1.065517e+09,-1.065519e+09,-1.067005e+09,2.130798e+33,5.935440e+27,5.937352e+27,5.937345e+27,5.939243e+27,4.210225e+34,1.733769e+05
8.630914e+05,6.344652e+14,-1.067005e+09,-1.068495e+09,-1.068497e+09,-1.069991e+09,2.136735e+33,5.939243e+27,5.941127e+27,5.941120e+27,5.942988e+27,4.185957e+34,1.726045e+05
8.640914e+05,6.333967e+14,-1.069991e+09,-1.071488e+09,-1.071490e+09,-1.072992e+09,2.142676e+33,5.942988e+27,5.944843e+27,5.944835e+27,5.946675e+27,4.161722e+34,1.718330e+05
8.650913e+05,6.323252e+14,-1.072992e+09,-1.074497e+09,-1.074499e+09,-1.076009e+09,2.148621e+33,5.946675e+27,5.948500e+27,5.948493e+27,5.950302e+27,4.137519e+34,1.710625e+05
8.660913e+05,6.312507e+14,-1.076009e+09,-1.077523e+09,-1.077524e+09,-1.079042e+09,2.154569e+33,5.950302e+27,5.952098e+27,5.952090e+27,5.953871e+27,4.113348e+34,1.702930e+05
8.670913e+05,6.301732e+14,-1.079042e+09,-1.080564e+09,-1.080566e+09,-1.082092e+09,2.160521e+33,5.953871e+27,5.955636e+27,5.955629e+27,5.957379e+27,4.089210e+34,1.695244e+05
8.680913e+05,6.290926e+14,-1.082092e+09,-1.083622e+09,-1.083624e+09,-1.085158e+09,2.166477e+33,5.957379e+27,5.959114e+27,5.959106e+27,5.960826e+27,4.065105e+34,1.687568e+05
8.690913e+05,6.280090e+14,-1.085158e+09,-1.086696e+09,-1.086698e+09,-1.088241e+09,2.172436e+33,5.960826e+27,5.962531e+27,5.962524e+27,5.964213e+27,4.041034e+34,1.679901e+05
8.700913e+05,6.269223e+14,-1.088241e+09,-1.089787e+09,-1.089789e+09,-1.091340e+09,2.178399e+33,5.964213e+27,5.965888e+27,5.965880e+27,5.967539e+27,4.016996e+34,1.672244e+05
8.710913e+05,6.258326e+14,-1.091340e+09,-1.092895e+09,-1.092897e+09,-1.094457e+09,2.184364e+33,5.967539e+27,5.969183e+27,5.969175e+27,5.970803e+27,3.992991e+34,1.664596e+05
8.720913e+05,6.247397e+14,-1.094457e+09,-1.096020e+09,-1.096022e+09,-1.097590e+09,2.190333e+33,5.970803e+27,5.972416e+27,5.972408e+27,5.974005e+27,3.969021e+34,1.656957e+05
8.730913e+05,6.236437e+14,-1.097590e+09,-1.099163e+09,-1.099164e+09,-1.100741e+09,2.196306e+33,5.974005e+27,5.975586e+27,5.975579e+27,5.977144e+27,3.945084e+34,1.649328e+05
8.740913e+05,6.225445e+14,-1.100741e+09,-1.102323e+09,-1.102324e+09,-1.103910e+09,2.202281e+33,5.977144e+27,5.978694e+27,5.978686e+27,5.980220e+27,3.921183e+34,1.641708e+05
8.750912e+05,6.214422e+14,-1.103910e+09,-1.105500e+09,-1.105502e+09,-1.107096e+09,2.208260e+33,5.980220e+27,5.981739e+27,5.981731e+27,5.983233e+27,3.897315e+34,1.634097e+05
8.760912e+05,6.203367e+14,-1.107096e+09,-1.108695e+09,-1.108697e+09,-1.110301e+09,2.214242e+33,5.983233e+27,5.984719e+27,5.984712e+27,5.986182e+27,3.873483e+34,1.626495e+05
8.770912e+05,6.192280e+14,-1.110301e+09,-1.111909e+09,-1.111910e+09,-1.113523e+09,2.220226e+33,5.986182e+27,5.987636e+27,5.987628e+27,5.989066e+27,3.849686e+34,1.618903e+05
8.780912e+05,6.181161e+14,-1.113523e+09,-1.115140e+09,-1.115142e+09,-1.116764e+09,2.226214e+33,5.989066e+27,5.990488e+27,5.990480e+27,5.991886e+27,3.825925e+34,1.611319e+05
8.790912e+05,6.170010e+14,-1.116764e+09,-1.118390e+09,-1.118392e+09,-1.120023e+09,2.232204e+33,5.991886e+27,5.993275e+27,5.993267e+27,5.994640e+27,3.802199e+34,1.603745e+05
8.800912e+05,6.158826e+14,-1.120023e+09,-1.121659e+09,-1.121661e+09,-1.123301e+09,2.238197e+33,5.994640e+27,5.995996e+27,5.995988e+27,5.997328e+27,3.778509e+34,1.596179e+05
8.810912e+05,6.147610e+14,-1.123301e+09,-1.124947e+09,-1.124948e+09,-1.126599e+09,2.244193e+33,5.997328e+27,5.998651e+27,5.998643e+27,5.999949e+27,3.754855e+34,1.588623e+05
8.820912e+05,6.136360e+14,-1.126599e+09,-1.128253e+09,-1.128255e+09,-1.129915e+09,2.250192e+33,5.999949e+27,6.001239e+27,6.001231e+27,6.002504e+27,3.731237e+34,1.581075e+05
8.830912e+05,6.125078e+14,-1.129915e+09,-1.131579e+09,-1.131581e+09,-1.133250e+09,2.256193e+33,6.002504e+27,6.003760e+27,6.003752e+27,6.004992e+27,3.707657e+34,1.573536e+05
8.840912e+05,6.113762e+14,-1.133250e+09,-1.134925e+09,-1.134927e+09,-1.136606e+09,2.262197e+33,6.004992e+27,6.006214e+27,6.006206e+27,6.007411e+27,3.684113e+34,1.566006e+05
8.850911e+05,6.102413e+14,-1.136606e+09,-1.138290e+09,-1.138292e+09,-1.139981e+09,2.268203e+33,6.007411e+27,6.008600e+27,6.008591e+27,6.009763e+27,3.660606e+34,1.558485e+05
8.860911e+05,6.091030e+14,-1.139981e+09,-1.141675e+09,-1.141677e+09,-1.143376e+09,2.274212e+33,6.009763e+27,6.010917e+27,6.010908e+27,6.012045e+27,3.637137e+34,1.550972e+05
8.870911e+05,6.079614e+14,-1.143376e+09,-1.145080e+09,-1.145082e+09,-1.146792e+09,2.280222e+33,6.012045e+27,6.013164e+27,6.013156e+27,6.014258e+27,3.613705e+34,1.543468e+05
8.880911e+05,6.068163e+14,-1.146792e+09,-1.148506e+09,-1.148508e+09,-1.150228e+09,2.286235e+33,6.014258e+27,6.015343e+27,6.015334e+27,6.016401e+27,3.590312e+34,1.535973e+05
8.890911e+05,6.056678e+14,-1.150228e+09,-1.151953e+09,-1.151954e+09,-1.153684e+09,2.292251e+33,6.016401e+27,6.017451e+27,6.017442e+27,6.018474e+27,3.566956e+34,1.528486e+05
8.900911e+05,6.045158e+14,-1.153684e+09,-1.155420e+09,-1.155422e+09,-1.157162e+09,2.298268e+33,6.018474e+27,6.019488e+27,6.019479e+27,6.020476e+27,3.543639e+34,1.521008e+05
8.910911e+05,6.033604e+14,-1.157162e+09,-1.158908e+09,-1.158910e+09,-1.160661e+09,2.304288e+33,6.020476e+27,6.021454e+27,6.021445e+27,6.022406e+27,3.520361e+34,1.513538e+05
8.920911e+05,6.022015e+14,-1.160661e+09,-1.162418e+09,-1.162420e+09,-1.164182e+09,2.310309e+33,6.022406e+27,6.023348e+27,6.023340e+27,6.024264e+27,3.497121e+34,1.506077e+05
8.930911e+05,6.010391e+14,-1.164182e+09,-1.165950e+09,-1.165951e+09,-1.167724e+09,2.316332e+33,6.024264e+27,6.025171e+27,6.025162e+27,6.026050e+27,3.473921e+34,1.498624e+05
8.940911e+05,5.998732e+14,-1.167724e+09,-1.169503e+09,-1.169505e+09,-1.171289e+09,2.322357e+33,6.026050e+27,6.026920e+27,6.026911e+27,6.027763e+27,3.450760e+34,1.491179e+05
8.950910e+05,5.987037e+14,-1.171289e+09,-1.173079e+09,-1.173080e+09,-1.174876e+09,2.328384e+33,6.027763e+27,6.028596e+27,6.028587e+27,6.029402e+27,3.427639e+34,1.483743e+05
8.960910e+05,5.975306e+14,-1.174876e+09,-1.176676e+09,-1.176678e+09,-1.178485e+09,2.334413e+33,6.029402e+27,6.030198e+27,6.030189e+27,6.030966e+27,3.404558e+34,1.476315e+05
8.970910e+05,5.963540e+14,-1.178485e+09,-1.180297e+09,-1.180299e+09,-1.182117e+09,2.340443e+33,6.030966e+27,6.031725e+27,6.031716e+27,6.032456e+27,3.381517e+34,1.468895e+05
8.980910e+05,5.951737e+14,-1.182117e+09,-1.183941e+09,-1.183943e+09,-1.185772e+09,2.346474e+33,6.032456e+27,6.033178e+27,6.033169e+27,6.033871e+27,3.358517e+34,1.461484e+05
8.990910e+05,5.939897e+14,-1.185772e+09,-1.187608e+09,-1.187610e+09,-1.189451e+09,2.352508e+33,6.033871e+27,6.034555e+27,6.034545e+27,6.035210e+27,3.335558e+34,1.454080e+05
9.000910e+05,5.928021e+14,-1.189451e+09,-1.191298e+09,-1.191300e+09,-1.193153e+09,2.358542e+33,6.035210e+27,6.035855e+27,6.035846e+27,6.036472e+27,3.312639e+34,1.446685e+05
9.010910e+05,5.916109e+14,-1.193153e+09,-1.195012e+09,-1.195014e+09,-1.196880e+09,2.364578e+33,6.036472e+27,6.037079e+27,6.037070e+27,6.037657e+27,3.289762e+34,1.439298e+05
9.020910e+05,5.904158e+14,-1.196880e+09,-1.198751e+09,-1.198753e+09,-1.200630e+09,2.370615e+33,6.037657e+27,6.038226e+27,6.038216e+27,6.038765e+27,3.266926e+34,1.431919e+05
9.030910e+05,5.892171e+14,-1.200630e+09,-1.202514e+09,-1.202516e+09,-1.204405e+09,2.376653e+33,6.038765e+27,6.039294e+27,6.039285e+27,6.039794e+27,3.244132e+34,1.424547e+05
9.040910e+05,5.880146e+14,-1.204405e+09,-1.206301e+09,-1.206303e+09,-1.208205e+09,2.382692e+33,6.039794e+27,6.040284e+27,6.040274e+27,6.040745e+27,3.221381e+34,1.417184e+05
9.050909e+05,5.868083e+14,-1.208205e+09,-1.210114e+09,-1.210116e+09,-1.212031e+09,2.388732e+33,6.040745e+27,6.041195e+27,6.041185e+27,6.041616e+27,3.198671e+34,1.409828e+05
9.060909e+05,5.855982e+14,-1.212031e+09,-1.213952e+09,-1.213954e+09,-1.215882e+09,2.394774e+33,6.041616e+27,6.042026e+27,6.042016e+27,6.042406e+27,3.176004e+34,1.402481e+05
9.070909e+05,5.843843e+14,-1.215882e+09,-1.217816e+09,-1.217818e+09,-1.219758e+09,2.400816e+33,6.042406e+27,6.042777e+27,6.042767e+27,6.043117e+27,3.153381e+34,1.395141e+05
9.080909e+05,5.831665e+14,-1.219758e+09,-1.221705e+09,-1.221707e+09,-1.223661e+09,2.406858e+33,6.043117e+27,6.043446e+27,6.043436e+27,6.043746e+27,3.130800e+34,1.387809e+05
9.090909e+05,5.819448e+14,-1.223661e+09,-1.225621e+09,-1.225623e+09,-1.227590e+09,2.412902e+33,6.043746e+27,6.044034e+27,6.044024e+27,6.044292e+27,3.108262e+34,1.380484e+05
9.100909e+05,5.807192e+14,-1.227590e+09,-1.229564e+09,-1.229566e+09,-1.231547e+09,2.418946e+33,6.044292e+27,6.044540e+27,6.044530e+27,6.044757e+27,3.085769e+34,1.373167e+05
9.110909e+05,5.794896e+14,-1.231547e+09,-1.233534e+09,-1.233536e+09,-1.235530e+09,2.424990e+33,6.044757e+27,6.044963e+27,6.044953e+27,6.045138e+27,3.063319e+34,1.365858e+05
9.120909e+05,5.782561e+14,-1.235530e+09,-1.237531e+09,-1.237533e+09,-1.239541e+09,2.431035e+33,6.045138e+27,6.045302e+27,6.045292e+27,6.045435e+27,3.040914e+34,1.358556e+05
9.130909e+05,5.770186e+14,-1.239541e+09,-1.241556e+09,-1.241558e+09,-1.243580e+09,2.437080e+33,6.045435e+27,6.045557e+27,6.045547e+27,6.045648e+27,3.018553e+34,1.351262e+05
9.140909e+05,5.757770e+14,-1.243580e+09,-1.245609e+09,-1.245611e+09,-1.247647e+09,2.443126e+33,6.045648e+27,6.045727e+27,6.045717e+27,6.045775e+27,2.996237e+34,1.343976e+05
9.150908e+05,5.745314e+14,-1.247647e+09,-1.249691e+09,-1.249693e+09,-1.251743e+09,2.449171e+33,6.045775e+27,6.045812e+27,6.045801e+27,6.045816e+27,2.973966e+34,1.336696e+05
9.160908e+05,5.732817e+14,-1.251743e+09,-1.253801e+09,-1.253803e+09,-1.255868e+09,2.455217e+33,6.045816e+27,6.045810e+27,6.045799e+27,6.045771e+27,2.951740e+34,1.329424e+05
9.170908e+05,5.720279e+14,-1.255868e+09,-1.257941e+09,-1.257943e+09,-1.260022e+09,2.461263e+33,6.045771e+27,6.045722e+27,6.045711e+27,6.045639e+27,2.929560e+34,1.322160e+05
9.180908e+05,5.707700e+14,-1.260022e+09,-1.262110e+09,-1.262112e+09,-1.264207e+09,2.467308e+33,6.045639e+27,6.045545e+27,6.045534e+27,6.045419e+27,2.907426e+34,1.314903e+05
9.190908e+05,5.695079e+14,-1.264207e+09,-1.266309e+09,-1.266311e+09,-1.268421e+09,2.473354e+33,6.045419e+27,6.045281e+27,6.045270e+27,6.045110e+27,2.885338e+34,1.307653e+05
9.200908e+05,5.682416e+14,-1.268421e+09,-1.270539e+09,-1.270541e+09,-1.272666e+09,2.479399e+33,6.045110e+27,6.044927e+27,6.044916e+27,6.044711e+27,2.863296e+34,1.300410e+05
9.210908e+05,5.669711e+14,-1.272666e+09,-1.274800e+09,-1.274802e+09,-1.276943e+09,2.485444e+33,6.044711e+27,6.044484e+27,6.044473e+27,6.044223e+27,2.841302e+34,1.293174e+05
9.220908e+05,5.656963e+14,-1.276943e+09,-1.279091e+09,-1.279094e+09,-1.281250e+09,2.491488e+33,6.044223e+27,6.043950e+27,6.043939e+27,6.043644e+27,2.819354e+34,1.285946e+05
9.230908e+05,5.644172e+14,-1.281250e+09,-1.283415e+09,-1.283417e+09,-1.285590e+09,2.497532e+33,6.043644e+27,6.043325e+27,6.043314e+27,6.042973e+27,2.797453e+34,1.278725e+05
9.240908e+05,5.631338e+14,-1.285590e+09,-1.287771e+09,-1.287773e+09,-1.289962e+09,2.503576e+33,6.042973e+27,6.042609e+27,6.042597e+27,6.042210e+27,2.775601e+34,1.271510e+05
9.250907e+05,5.618460e+14,-1.289962e+09,-1.292160e+09,-1.292162e+09,-1.294367e+09,2.509618e+33,6.042210e+27,6.041799e+27,6.041787e+27,6.041353e+27,2.753796e+34,1.264303e+05
9.260907e+05,5.605539e+14,-1.294367e+09,-1.296581e+09,-1.296583e+09,-1.298806e+09,2.515660e+33,6.041353e+27,6.040896e+27,6.040884e+27,6.040403e+27,2.732039e+34,1.257102e+05
9.270907e+05,5.592573e+14,-1.298806e+09,-1.301036e+09,-1.301038e+09,-1.303278e+09,2.521701e+33,6.040403e+27,6.039899e+27,6.039887e+27,6.039359e+27,2.710330e+34,1.249909e+05
9.280907e+05,5.579563e+14,-1.303278e+09,-1.305525e+09,-1.305528e+09,-1.307784e+09,2.527741e+33,6.039359e+27,6.038807e+27,6.038795e+27,6.038219e+27,2.688671e+34,1.242722e+05
9.290907e+05,5.566508e+14,-1.307784e+09,-1.310049e+09,-1.310051e+09,-1.312325e+09,2.533779e+33,6.038219e+27,6.037619e+27,6.037607e+27,6.036983e+27,2.667060e+34,1.235542e+05
9.300907e+05,5.553407e+14,-1.312325e+09,-1.314608e+09,-1.314610e+09,-1.316902e+09,2.539817e+33,6.036983e+27,6.036334e+27,6.036322e+27,6.035649e+27,2.645499e+34,1.228369e+05
9.310907e+05,5.540262e+14,-1.316902e+09,-1.319202e+09,-1.319204e+09,-1.321514e+09,2.545853e+33,6.035649e+27,6.034953e+27,6.034940e+27,6.034219e+27,2.623988e+34,1.221203e+05
9.320907e+05,5.527070e+14,-1.321514e+09,-1.323832e+09,-1.323835e+09,-1.326162e+09,2.551888e+33,6.034219e+27,6.033473e+27,6.033460e+27,6.032689e+27,2.602526e+34,1.214043e+05
9.330907e+05,5.513831e+14,-1.326162e+09,-1.328499e+09,-1.328502e+09,-1.330848e+09,2.557921e+33,6.032689e+27,6.031894e+27,6.031881e+27,6.031060e+27,2.581114e+34,1.206890e+05
9.340907e+05,5.500547e+14,-1.330848e+09,-1.333203e+09,-1.333205e+09,-1.335570e+09,2.563953e+33,6.031060e+27,6.030215e+27,6.030202e+27,6.029331e+27,2.559753e+34,1.199743e+05
9.350906e+05,5.487215e+14,-1.335570e+09,-1.337945e+09,-1.337947e+09,-1.340331e+09,2.569983e+33,6.029331e+27,6.028435e+27,6.028422e+27,6.027501e+27,2.538443e+34,1.192603e+05
9.360906e+05,5.473835e+14,-1.340331e+09,-1.342725e+09,-1.342727e+09,-1.345130e+09,2.576012e+33,6.027501e+27,6.026554e+27,6.026541e+27,6.025569e+27,2.517184e+34,1.185470e+05
9.370906e+05,5.460408e+14,-1.345130e+09,-1.347543e+09,-1.347546e+09,-1.349969e+09,2.582038e+33,6.025569e+27,6.024571e+27,6.024558e+27,6.023534e+27,2.495976e+34,1.178343e+05
9.380906e+05,5.446933e+14,-1.349969e+09,-1.352401e+09,-1.352404e+09,-1.354846e+09,2.588063e+33,6.023534e+27,6.022485e+27,6.022471e+27,6.021396e+27,2.474820e+34,1.171222e+05
9.390906e+05,5.433409e+14,-1.354846e+09,-1.357299e+09,-1.357302e+09,-1.359765e+09,2.594085e+33,6.021396e+27,6.020294e+27,6.020280e+27,6.019152e+27,2.453716e+34,1.164107e+05
9.400906e+05,5.419836e+14,-1.359765e+09,-1.362238e+09,-1.362241e+09,-1.364724e+09,2.600105e+33,6.019152e+27,6.017998e+27,6.017984e+27,6.016804e+27,2.432665e+34,1.156999e+05
9.410906e+05,5.406214e+14,-1.364724e+09,-1.367218e+09,-1.367220e+09,-1.369725e+09,2.606123e+33,6.016804e+27,6.015597e+27,6.015583e+27,6.014349e+27,2.411666e+34,1.149898e+05
9.420906e+05,5.392542e+14,-1.369725e+09,-1.372239e+09,-1.372242e+09,-1.374768e+09,2.612139e+33,6.014349e+27,6.013088e+27,6.013074e+27,6.011786e+27,2.390720e+34,1.142802e+05
9.430906e+05,5.378819e+14,-1.374768e+09,-1.377304e+09,-1.377306e+09,-1.379853e+09,2.618152e+33,6.011786e+27,6.010472e+27,6.010458e+27,6.009116e+27,2.369827e+34,1.135713e+05
9.440906e+05,5.365046e+14,-1.379853e+09,-1.382411e+09,-1.382414e+09,-1.384983e+09,2.624162e+33,6.009116e+27,6.007747e+27,6.007732e+27,6.006336e+27,2.348987e+34,1.128629e+05
9.450905e+05,5.351222e+14,-1.384983e+09,-1.387562e+09,-1.387565e+09,-1.390156e+09,2.630170e+33,6.006336e+27,6.004912e+27,6.004898e+27,6.003446e+27,2.328202e+34,1.121552e+05
9.460905e+05,5.337347e+14,-1.390156e+09,-1.392758e+09,-1.392761e+09,-1.395375e+09,2.636175e+33,6.003446e+27,6.001967e+27,6.001952e+27,6.000445e+27,2.307470e+34,1.114481e+05
9.470905e+05,5.323419e+14,-1.395375e+09,-1.397999e+09,-1.398002e+09,-1.400639e+09,2.642177e+33,6.000445e+27,5.998910e+27,5.998895e+27,5.997332e+27,2.286793e+34,1.107416e+05
9.480905e+05,5.309440e+14,-1.400639e+09,-1.403287e+09,-1.403289e+09,-1.405949e+09,2.648175e+33,5.997332e+27,5.995740e+27,5.995725e+27,5.994105e+27,2.266171e+34,1.100356e+05
9.490905e+05,5.295407e+14,-1.405949e+09,-1.408620e+09,-1.408623e+09,-1.411307e+09,2.654171e+33,5.994105e+27,5.992457e+27,5.992442e+27,5.990765e+27,2.245604e+34,1.093303e+05
9.500905e+05,5.281321e+14,-1.411307e+09,-1.414002e+09,-1.414005e+09,-1.416712e+09,2.660163e+33,5.990765e+27,5.989059e+27,5.989044e+27,5.987309e+27,2.225092e+34,1.086255e+05
9.510905e+05,5.267181e+14,-1.416712e+09,-1.419432e+09,-1.419435e+09,-1.422166e+09,2.666152e+33,5.987309e+27,5.985545e+27,5.985530e+27,5.983737e+27,2.204636e+34,1.079214e+05
9.520905e+05,5.252987e+14,-1.422166e+09,-1.424910e+09,-1.424913e+09,-1.427670e+09,2.672138e+33,5.983737e+27,5.981915e+27,5.981899e+27,5.980048e+27,2.184237e+34,1.072177e+05
9.530905e+05,5.238738e+14,-1.427670e+09,-1.430439e+09,-1.430442e+09,-1.433224e+09,2.678120e+33,5.980048e+27,5.978167e+27,5.978151e+27,5.976241e+27,2.163893e+34,1.065147e+05
9.540905e+05,5.224433e+14,-1.433224e+09,-1.436019e+09,-1.436022e+09,-1.438829e+09,2.684098e+33,5.976241e+27,5.974300e+27,5.974284e+27,5.972314e+27,2.143606e+34,1.058122e+05
9.550904e+05,5.210073e+14,-1.438829e+09,-1.441650e+09,-1.441653e+09,-1.444486e+09,2.690072e+33,5.972314e+27,5.970313e+27,5.970297e+27,5.968266e+27,2.123376e+34,1.051103e+05
9.560904e+05,5.195657e+14,-1.444486e+09,-1.447333e+09,-1.447336e+09,-1.450196e+09,2.696042e+33,5.968266e+27,5.966205e+27,5.966189e+27,5.964097e+27,2.103204e+34,1.044090e+05
9.570904e+05,5.181184e+14,-1.450196e+09,-1.453070e+09,-1.453073e+09,-1.455960e+09,2.702008e+33,5.964097e+27,5.961975e+27,5.961958e+27,5.959805e+27,2.083089e+34,1.037082e+05
9.580904e+05,5.166653e+14,-1.455960e+09,-1.458861e+09,-1.458864e+09,-1.461779e+09,2.707970e+33,5.959805e+27,5.957621e+27,5.957604e+27,5.955389e+27,2.063032e+34,1.030079e+05
9.590904e+05,5.152064e+14,-1.461779e+09,-1.464708e+09,-1.464711e+09,-1.467653e+09,2.713928e+33,5.955389e+27,5.953143e+27,5.953126e+27,5.950848e+27,2.043034e+34,1.023082e+05
9.600904e+05,5.137418e+14,-1.467653e+09,-1.470610e+09,-1.470614e+09,-1.473585e+09,2.719881e+33,5.950848e+27,5.948539e+27,5.948522e+27,5.946181e+27,2.023094e+34,1.016090e+05
9.610904e+05,5.122712e+14,-1.473585e+09,-1.476570e+09,-1.476573e+09,-1.479573e+09,2.725829e+33,5.946181e+27,5.943809e+27,5.943791e+27,5.941387e+27,2.003213e+34,1.009103e+05
9.620904e+05,5.107946e+14,-1.479573e+09,-1.482588e+09,-1.482591e+09,-1.485621e+09,2.731773e+33,5.941387e+27,5.938950e+27,5.938932e+27,5.936463e+27,1.983392e+34,1.002122e+05
9.630904e+05,5.093120e+14,-1.485621e+09,-1.488665e+09,-1.488669e+09,-1.491728e+09,2.737712e+33,5.936463e+27,5.933962e+27,5.933944e+27,5.931410e+27,1.963630e+34,9.951458e+04
9.640904e+05,5.078234e+14,-1.491728e+09,-1.494803e+09,-1.494806e+09,-1.497896e+09,2.743646e+33,5.931410e+27,5.928843e+27,5.928825e+27,5.926225e+27,1.943928e+34,9.881749e+04
9.650903e+05,5.063286e+14,-1.497896e+09,-1.501001e+09,-1.501005e+09,-1.504126e+09,2.749575e+33,5.926225e+27,5.923592e+27,5.923574e+27,5.920908e+27,1.924286e+34,9.812090e+04
9.660903e+05,5.048276e+14,-1.504126e+09,-1.507263e+09,-1.507267e+09,-1.510419e+09,2.755498e+33,5.920908e+27,5.918209e+27,5.918190e+27,5.915457e+27,1.904706e+34,9.742482e+04
9.670903e+05,5.033203e+14,-1.510419e+09,-1.513588e+09,-1.513592e+09,-1.516776e+09,2.761416e+33,5.915457e+27,5.912691e+27,5.912672e+27,5.909871e+27,1.885186e+34,9.672924e+04
9.680903e+05,5.018067e+14,-1.516776e+09,-1.850013e+09,-1.850341e+09,-1.853058e+09,2.767329e+33,5.909871e+27,5.907037e+27,5.905072e+27,5.900250e+27,1.865728e+34,9.603415e+04
9.690903e+05,5.000117e+14,-1.852949e+09,-1.855677e+09,-1.855677e+09,-1.858415e+09,2.773235e+33,5.900902e+27,5.896048e+27,5.896032e+27,5.891142e+27,1.845499e+34,9.535208e+04
9.700903e+05,4.981560e+14,-1.858415e+09,-1.861163e+09,-1.861163e+09,-1.863920e+09,2.779131e+33,5.891142e+27,5.886216e+27,5.886200e+27,5.881238e+27,1.826182e+34,9.471881e+04
9.710903e+05,4.962949e+14,-1.863920e+09,-1.866688e+09,-1.866688e+09,-1.869466e+09,2.785017e+33,5.881238e+27,5.876241e+27,5.876225e+27,5.871191e+27,1.806939e+34,9.408621e+04
9.720903e+05,4.944282e+14,-1.869466e+09,-1.872254e+09,-1.872254e+09,-1.875053e+09,2.790893e+33,5.871191e+27,5.866121e+27,5.866105e+27,5.860999e+27,1.787772e+34,9.345428e+04
9.730903e+05,4.925560e+14,-1.875053e+09,-1.877862e+09,-1.877862e+09,-1.880681e+09,2.796759e+33,5.860999e+27,5.855856e+27,5.855839e+27,5.850660e+27,1.768680e+34,9.282301e+04
9.740903e+05,4.906781e+14,-1.880681e+09,-1.883511e+09,-1.883511e+09,-1.886352e+09,2.802615e+33,5.850660e+27,5.845444e+27,5.845427e+27,5.840174e+27,1.749664e+34,9.219240e+04
9.750902e+05,4.887946e+14,-1.886352e+09,-1.889203e+09,-1.889203e+09,-1.892066e+09,2.808460e+33,5.840174e+27,5.834885e+27,5.834868e+27,5.829541e+27,1.730724e+34,9.156243e+04
9.760902e+05,4.869054e+14,-1.892066e+09,-1.894939e+09,-1.894939e+09,-1.897823e+09,2.814295e+33,5.829541e+27,5.824176e+27,5.824159e+27,5.818758e+27,1.711860e+34,9.093310e+04
9.770902e+05,4.850105e+14,-1.897823e+09,-1.900719e+09,-1.900719e+09,-1.903626e+09,2.820119e+33,5.818758e+27,5.813318e+27,5.813301e+27,5.807824e+27,1.693073e+34,9.030440e+04
9.780902e+05,4.831098e+14,-1.903626e+09,-1.906544e+09,-1.906544e+09,-1.909474e+09,2.825932e+33,5.807824e+27,5.802310e+27,5.802292e+27,5.796739e+27,1.674364e+34,8.967632e+04
9.790902e+05,4.812033e+14,-1.909474e+09,-1.912415e+09,-1.912415e+09,-1.915368e+09,2.831735e+33,5.796739e+27,5.791149e+27,5.791131e+27,5.785502e+27,1.655731e+34,8.904886e+04
9.800902e+05,4.792909e+14,-1.915368e+09,-1.918333e+09,-1.918333e+09,-1.921310e+09,2.837526e+33,5.785502e+27,5.779834e+27,5.779817e+27,5.774111e+27,1.637177e+34,8.842201e+04
9.810902e+05,4.773726e+14,-1.921310e+09,-1.924299e+09,-1.924299e+09,-1.927300e+09,2.843305e+33,5.774111e+27,5.768366e+27,5.768348e+27,5.762565e+27,1.618701e+34,8.779577e+04
9.820902e+05,4.754483e+14,-1.927300e+09,-1.930313e+09,-1.930313e+09,-1.933338e+09,2.849074e+33,5.762565e+27,5.756742e+27,5.756724e+27,5.750862e+27,1.600303e+34,8.717011e+04
9.830902e+05,4.735180e+14,-1.933338e+09,-1.936376e+09,-1.936376e+09,-1.939427e+09,2.854830e+33,5.750862e+27,5.744961e+27,5.744943e+27,5.739003e+27,1.581985e+34,8.654505e+04
9.840902e+05,4.715816e+14,-1.939427e+09,-1.942490e+09,-1.942490e+09,-1.945566e+09,2.860575e+33,5.739003e+27,5.733023e+27,5.733004e+27,5.726985e+27,1.563745e+34,8.592056e+04
9.850901e+05,4.696392e+14,-1.945566e+09,-1.948654e+09,-1.948655e+09,-1.951757e+09,2.866308e+33,5.726985e+27,5.720925e+27,5.720907e+27,5.714807e+27,1.545585e+34,8.529665e+04
9.860901e+05,4.676905e+14,-1.951757e+09,-1.954872e+09,-1.954872e+09,-1.958000e+09,2.872029e+33,5.714807e+27,5.708668e+27,5.708648e+27,5.702469e+27,1.527505e+34,8.467330e+04
9.870901e+05,4.657357e+14,-1.958000e+09,-1.961142e+09,-1.961142e+09,-1.964297e+09,2.877738e+33,5.702468e+27,5.696248e+27,5.696229e+27,5.689968e+27,1.509506e+34,8.405051e+04
9.880901e+05,4.637745e+14,-1.964297e+09,-1.967466e+09,-1.967467e+09,-1.970649e+09,2.883434e+33,5.689968e+27,5.683666e+27,5.683646e+27,5.677303e+27,1.491587e+34,8.342827e+04
9.890901e+05,4.618071e+14,-1.970649e+09,-1.973846e+09,-1.973846e+09,-1.977057e+09,2.889117e+33,5.677303e+27,5.670919e+27,5.670900e+27,5.664474e+27,1.473749e+34,8.280657e+04
9.900901e+05,4.598333e+14,-1.977057e+09,-1.980282e+09,-1.980283e+09,-1.983522e+09,2.894788e+33,5.664474e+27,5.658007e+27,5.657987e+27,5.651479e+27,1.455992e+34,8.218540e+04
